geoid,state,district,below,below_moe,children_Below,children_Below_moe,state_children_Below,state_children_Below_moe,country_children_Below,country_children_Below_moe,ratio_state_children_Below,ratio_state_children_Below_moe,ratio_country_children_Below,ratio_country_children_Below_moe,children_above,children_above_moe,state_children_above,state_children_above_moe,country_children_above,country_children_above_moe,ratio_state_children_above,ratio_state_children_above_moe,ratio_country_children_above,ratio_country_children_above_moe,seniors_Below,seniors_Below_moe,state_seniors_Below,state_seniors_Below_moe,country_seniors_Below,country_seniors_Below_moe,ratio_state_seniors_Below,ratio_state_seniors_Below_moe,ratio_country_seniors_Below,ratio_country_seniors_Below_moe,seniors_above,seniors_above_moe,state_seniors_above,state_seniors_above_moe,country_seniors_above,country_seniors_above_moe,ratio_state_seniors_above,ratio_state_seniors_above_moe,ratio_country_seniors_above,ratio_country_seniors_above_moe
50000US4901,Utah,1,9.96,0.84,10.99,1.01,11.08,0.6,19.48,0.1,0.9918772563176895,0.29058611314441074,0.5641683778234087,0.10949126707292776,89.01,0.47,88.92,1.68,80.52,0.2,1.001012145748988,0.0484136021206628,1.1054396423248884,0.017165727575328027,8.29,1.49,6.68,0.66,9.25,0.07,1.2410179640718562,0.6981541998968017,0.8962162162162162,0.3357457432186036,91.71,3.51,93.32,1.36,90.75,0.13,0.9827475353621946,0.10389126037606035,1.0105785123966942,0.08025085793951527
50000US0200,Alaska,0,9.89,0.9,14.11,1.34,14.11,1.34,19.48,0.1,1.0,0.3833296586609494,0.7243326488706365,0.14501750380276834,85.89,0.48,85.89,0.48,80.52,0.2,1.0,0.02235487212672023,1.0666915052160955,0.017221623910700118,4.2,1.01,4.2,1.01,9.25,0.07,1.0,1.020944771027503,0.4540540540540541,0.2252634482500678,95.8,2.82,95.8,2.82,90.75,0.13,1.0,0.11784741717918502,1.05564738292011,0.06517333836388448
50000US1307,Georgia,7,9.88,1.24,14.0,1.64,22.89,0.54,19.48,0.1,0.6116207951070336,0.17224747713451752,0.7186858316221766,0.17576115979427628,86.0,0.9,77.11,0.31,80.52,0.2,1.1152898456750098,0.0323112433264445,1.0680576254346748,0.027660665563711464,8.24,1.75,10.05,0.4,9.25,0.07,0.8199004975124378,0.41418052904281427,0.8908108108108108,0.39188336278717495,91.76,5.0,89.95,0.87,90.75,0.13,1.0201222901612006,0.13091844826070545,1.0111294765840222,0.11308996941259121
50000US0106,Alabama,6,9.88,1.12,12.58,1.76,24.51,0.81,19.48,0.1,0.5132598939208486,0.1777331173635691,0.6457905544147844,0.18733338182324163,87.42,4.49,75.49,0.37,80.52,0.2,1.1580341767121474,0.13031105587418337,1.085692995529061,0.11691921609893431,7.39,1.36,10.0,0.53,9.25,0.07,0.739,0.3513208602965731,0.7989189189189189,0.30616333323982914,92.61,3.81,90.0,1.04,90.75,0.13,1.029,0.10846248308909989,1.0204958677685951,0.08689085517297118
50000US3612,New York,12,9.87,0.77,6.64,1.5,20.66,0.36,19.48,0.1,0.3213939980638916,0.15645620169390634,0.3408624229979466,0.15750787170413563,93.36,1.74,79.34,0.13,80.52,0.2,1.176707839677338,0.04771810187321201,1.15946348733234,0.048979256413394984,13.85,2.23,11.41,0.28,9.25,0.07,1.2138475021910604,0.4507319592620688,1.4972972972972973,0.5048528710482764,86.15,0.86,88.59,0.5,90.75,0.13,0.9724573879670392,0.030393308020612443,0.9493112947658403,0.021673002454142203
50000US4825,Texas,25,9.84,1.13,12.53,1.51,22.45,0.32,19.48,0.1,0.5581291759465479,0.15046276037651113,0.643223819301848,0.16163900106572382,87.47,1.0,77.55,0.15,80.52,0.2,1.1279174725983236,0.03015324294394062,1.086313959264779,0.03023522856048551,5.79,1.13,10.47,0.28,9.25,0.07,0.5530085959885387,0.2456087819795969,0.625945945945946,0.25381263616557737,94.21,4.29,89.53,0.5,90.75,0.13,1.0522729811236455,0.1075904547349144,1.0381267217630854,0.09751990202082057
50000US1805,Indiana,5,9.84,0.97,12.72,1.46,19.5,0.58,19.48,0.1,0.6523076923076924,0.1887144866622306,0.6529774127310062,0.1566055377583537,87.28,0.64,80.5,0.24,80.52,0.2,1.084223602484472,0.02236575568342693,1.0839542970690512,0.02128157340903976,6.28,1.16,7.69,0.39,9.25,0.07,0.8166449934980494,0.38551471585514707,0.678918918918919,0.2611012931639036,93.72,3.86,92.31,0.79,90.75,0.13,1.0152746181345467,0.10101632390166226,1.0327272727272727,0.08802782902446683
50000US3912,Ohio,12,9.83,1.04,11.91,1.51,20.51,0.45,19.48,0.1,0.5806923451974646,0.17280981483031818,0.6113963039014374,0.16131222124891026,88.09,0.52,79.49,0.14,80.52,0.2,1.1081897093974087,0.01698700851868373,1.0940139095876802,0.01835090263327266,6.69,1.19,8.1,0.3,9.25,0.07,0.8259259259259261,0.3554945054945055,0.7232432432432433,0.2682590441994633,93.31,3.59,91.9,0.58,90.75,0.13,1.0153427638737758,0.0909481014327351,1.0282093663911847,0.08206445970015634
50000US0807,Colorado,7,9.78,1.11,12.48,1.55,13.38,0.56,19.48,0.1,0.9327354260089686,0.3103091698990772,0.6406570841889118,0.16571953226212802,87.52,0.43,86.62,0.1,80.52,0.2,1.0103902101131377,0.012261365245413896,1.0869349230004968,0.01608025282418394,9.12,1.49,7.61,0.46,9.25,0.07,1.1984231274638633,0.5384390083274841,0.9859459459459459,0.33710389258230716,90.88,3.53,92.39,0.9,90.75,0.13,0.9836562398527978,0.09558847573715608,1.0014325068870522,0.08066542670834097
50000US4501,South Carolina,1,9.69,1.05,13.38,1.77,22.95,0.8,19.48,0.1,0.5830065359477125,0.19513080670072472,0.686858316221766,0.1887817543016346,86.62,0.61,77.05,0.45,80.52,0.2,1.1242050616482804,0.02896639434009939,1.075757575757576,0.02049569314417257,6.31,1.24,8.63,0.42,9.25,0.07,0.7311703360370798,0.3593892369499532,0.6821621621621621,0.2784486708369567,93.69,3.09,91.37,0.88,90.75,0.13,1.0253912662799605,0.08739662200467732,1.032396694214876,0.07105715011765584
50000US2903,Missouri,3,9.68,0.95,14.25,1.55,19.19,0.63,19.48,0.1,0.7425742574257426,0.2105262013292042,0.7315195071868583,0.16665243593270865,85.75,0.35,80.81,0.19,80.52,0.2,1.0611310481376066,0.013652219986462936,1.0649528067560854,0.013983955160527365,6.62,1.17,8.24,0.41,9.25,0.07,0.8033980582524272,0.36483363969909716,0.7156756756756757,0.26381992949778865,93.38,3.65,91.76,0.84,90.75,0.13,1.0176547515257193,0.0981954562860664,1.0289807162534435,0.0833889863957526
50000US2610,Michigan,10,9.65,0.69,13.16,1.34,20.73,0.45,19.48,0.1,0.6348287506029908,0.1569164836761263,0.675564681724846,0.14451679279313465,86.84,0.81,79.27,0.16,80.52,0.2,1.0954964046928222,0.024858923648464665,1.0784898161947343,0.0254770067401356,6.62,0.96,8.11,0.31,9.25,0.07,0.8162762022194822,0.29958584566660573,0.7156756756756757,0.21841192366312284,93.38,3.06,91.89,0.59,90.75,0.13,1.016215039721406,0.0796543203326044,1.0289807162534435,0.07038620489212033
50000US5102,Virginia,2,9.62,1.01,13.97,1.78,14.26,0.49,19.48,0.1,0.979663394109397,0.3173501717071009,0.7171457905544149,0.19011944329368752,86.03,4.26,85.74,1.17,80.52,0.2,1.0033823186377422,0.12677791841764113,1.0684302036761053,0.11112055741355689,6.01,1.21,7.8,0.38,9.25,0.07,0.7705128205128206,0.3862487560877559,0.6497297297297298,0.271470915500201,93.99,3.28,92.2,0.75,90.75,0.13,1.0194143167028198,0.08774031200746094,1.035702479338843,0.07525395767342967
50000US2406,Maryland,6,9.6,0.97,11.48,1.67,12.73,0.54,19.48,0.1,0.9018067556952082,0.3394915842046274,0.5893223819301848,0.1775131212637735,88.52,4.6,87.27,1.38,80.52,0.2,1.0143233642718001,0.13753333022070688,1.0993541977148535,0.1197193387006977,8.11,1.21,8.2,0.43,9.25,0.07,0.9890243902439024,0.3999486989058252,0.8767567567567567,0.2749071970228244,91.89,3.8,91.8,0.78,90.75,0.13,1.0009803921568627,0.09980600077497156,1.0125619834710744,0.08664773831135122
50000US0639,California,39,9.6,1.05,13.43,1.71,19.92,0.26,19.48,0.1,0.6741967871485943,0.18931851384336493,0.6894250513347022,0.18264778090151174,86.57,1.19,80.08,0.09,80.52,0.2,1.081043956043956,0.032150239311284745,1.075136612021858,0.034899055907193825,7.97,1.24,10.31,0.21,9.25,0.07,0.7730358874878758,0.27214734781462935,0.8616216216216216,0.2811649695643637,92.03,1.12,89.69,0.36,90.75,0.13,1.0260898650908685,0.033212539795142236,1.0141046831955922,0.027588676092085512
50000US0804,Colorado,4,9.57,0.89,10.24,1.12,13.38,0.56,19.48,0.1,0.7653213751868461,0.2318830199405968,0.5256673511293635,0.12038990102788065,89.76,0.44,86.62,0.1,80.52,0.2,1.0362502886169476,0.012551968446175444,1.1147540983606559,0.016466838295973688,7.94,1.19,7.61,0.46,9.25,0.07,1.0433639947437583,0.4404918501572776,0.8583783783783784,0.2703044498676915,92.06,3.37,92.39,0.9,90.75,0.13,0.9964281848684923,0.09237342339466566,1.014435261707989,0.07717650182156724
50000US1718,Illinois,18,9.56,0.75,11.55,1.13,17.74,0.42,19.48,0.1,0.6510710259301016,0.1583130703726689,0.5929158110882957,0.12210707625881381,88.45,0.92,82.26,0.89,80.52,0.2,1.075249209822514,0.04564044584949368,1.0984848484848486,0.02830859416644621,5.92,0.87,9.19,0.31,9.25,0.07,0.6441784548422198,0.2330606922712186,0.64,0.1978059225597726,94.08,2.83,90.81,0.55,90.75,0.13,1.03600925008259,0.07488007499642015,1.036694214876033,0.06533942329212529
50000US3412,New Jersey,12,9.48,1.08,12.01,1.62,14.56,0.48,19.48,0.1,0.8248626373626373,0.27721530464216637,0.61652977412731,0.17265885979143014,87.99,0.71,85.44,1.15,80.52,0.2,1.0298455056179774,0.044350785994453155,1.0927719821162445,0.023064086567505995,7.2,1.34,8.34,0.34,9.25,0.07,0.8633093525179857,0.39238479262672815,0.7783783783783784,0.3015278595940046,92.8,4.65,91.66,0.62,90.75,0.13,1.0124372681649574,0.11516370479392209,1.0225895316804408,0.10540928824436357
50000US0652,California,52,9.45,0.98,8.03,1.39,19.92,0.26,19.48,0.1,0.40311244979919675,0.15010682091088645,0.41221765913757696,0.14694655885040966,91.97,0.93,80.08,0.09,80.52,0.2,1.1484765234765235,0.025808296512304155,1.142200695479384,0.028774150178276,7.14,1.23,10.31,0.21,9.25,0.07,0.6925315227934044,0.26692579904378266,0.7718918918918919,0.27764453420853324,92.86,0.95,89.69,0.36,90.75,0.13,1.0353439625376297,0.02949593348173487,1.0232506887052342,0.02386831541555668
50000US1903,Iowa,3,9.4,0.85,12.54,1.28,14.76,0.67,19.48,0.1,0.8495934959349593,0.2510902277599747,0.6437371663244352,0.13802968636516483,87.46,0.39,85.24,0.17,80.52,0.2,1.0260441107461287,0.013243306988506351,1.0861897665176354,0.015083002973240835,6.74,1.11,6.88,0.49,9.25,0.07,0.9796511627906977,0.4645742690729027,0.7286486486486486,0.2510425724891769,93.26,2.22,93.12,1.0,90.75,0.13,1.0015034364261168,0.06919834602919121,1.0276584022038568,0.05186998175324293
50000US0611,California,11,9.4,0.99,10.58,1.54,19.92,0.26,19.48,0.1,0.5311244979919678,0.16851187733591977,0.5431211498973306,0.16369138914100126,89.42,0.22,80.08,0.09,80.52,0.2,1.1166333666333668,0.008004430764647626,1.1105315449577746,0.010981347158442544,7.61,1.32,10.31,0.21,9.25,0.07,0.7381183317167799,0.2862496705944359,0.8227027027027027,0.2978741806689295,92.39,3.67,89.69,0.36,90.75,0.13,1.0301036904894638,0.09010820449825348,1.0180716253443527,0.08379850389025835
50000US0648,California,48,9.32,0.93,11.83,1.82,19.92,0.26,19.48,0.1,0.5938755020080321,0.1982674747214036,0.6072895277207392,0.1930984102688976,88.17,0.61,80.08,0.09,80.52,0.2,1.1010239760239762,0.01770961672067559,1.0950074515648287,0.020591321532502302,7.79,1.07,10.31,0.21,9.25,0.07,0.7555771096023278,0.23844445281030002,0.8421621621621622,0.24411156928198083,92.21,1.02,89.69,0.36,90.75,0.13,1.0280967777901662,0.03099871192372759,1.0160881542699725,0.02539049750389337
50000US3406,New Jersey,6,9.3,0.72,11.99,1.47,14.56,0.48,19.48,0.1,0.823489010989011,0.2564978239845261,0.6155030800821355,0.15724750197912613,88.01,0.97,85.44,1.15,80.52,0.2,1.0300795880149813,0.050444333626706375,1.0930203676105317,0.02952338317690586,8.64,1.29,8.34,0.34,9.25,0.07,1.0359712230215827,0.3944758064516129,0.9340540540540541,0.2930727369631687,91.36,0.61,91.66,0.62,90.75,0.13,0.9967270346934323,0.026795263974622972,1.0067217630853995,0.016327831394680154
50000US4101,Oregon,1,9.28,0.88,12.62,1.38,16.95,0.8,19.48,0.1,0.744542772861357,0.23363362839576154,0.6478439425051334,0.14833906252141196,87.38,3.58,83.05,1.71,80.52,0.2,1.0521372667068032,0.12959509156039362,1.085196224540487,0.09431352883806697,6.11,1.15,7.5,0.48,9.25,0.07,0.8146666666666668,0.41263414947625476,0.6605405405405406,0.2586608320008976,93.89,2.43,92.5,0.99,90.75,0.13,1.015027027027027,0.07427611372026965,1.0346005509641873,0.05651797981666206
50000US3404,New Jersey,4,9.28,1.07,15.21,1.61,14.56,0.48,19.48,0.1,1.0446428571428572,0.29034695357833656,0.7808008213552362,0.17331874419570525,84.79,0.87,85.44,1.15,80.52,0.2,0.9923923220973784,0.04708838023952059,1.0530303030303032,0.026840852644920813,5.88,0.99,8.34,0.34,9.25,0.07,0.7050359712230215,0.29538594470046087,0.6356756756756756,0.22368790148391263,94.12,0.35,91.66,0.62,90.75,0.13,1.0268383155138556,0.021529236304576205,1.0371349862258954,0.010684926570013771
50000US0649,California,49,9.28,1.33,12.69,1.96,19.92,0.26,19.48,0.1,0.6370481927710843,0.21345328462958502,0.6514373716632443,0.2079257809247025,87.31,1.21,80.08,0.09,80.52,0.2,1.0902847152847153,0.032670511405294006,1.084326875310482,0.035441484804093835,6.67,1.37,10.31,0.21,9.25,0.07,0.646944713870029,0.29223732259157476,0.721081081081081,0.30714746556705663,93.33,0.76,89.69,0.36,90.75,0.13,1.0405842345857956,0.025301117275481556,1.0284297520661156,0.01969581711744757
50000US5307,Washington,7,9.2,0.79,7.37,1.68,13.69,0.52,19.48,0.1,0.5383491599707816,0.2867455677581691,0.37833675564681724,0.17637360841869137,92.63,0.49,86.31,1.22,80.52,0.2,1.073224423589387,0.041703009549891305,1.1503974167908595,0.017885840187318123,7.67,1.3,7.64,0.39,9.25,0.07,1.0039267015706808,0.4439661613775927,0.8291891891891892,0.2936477881567506,92.33,0.69,92.36,0.75,90.75,0.13,0.9996751840623647,0.03117911072103846,1.0174104683195593,0.01812154376268647
50000US1711,Illinois,11,9.2,1.05,14.04,1.6,17.74,0.42,19.48,0.1,0.7914317925591883,0.21798028303710412,0.7207392197125256,0.17167535795566546,85.96,0.78,82.26,0.89,80.52,0.2,1.0449793338195963,0.04158112823017076,1.0675608544461004,0.024677553413699024,7.16,1.57,9.19,0.31,9.25,0.07,0.7791077257889011,0.3946870554765292,0.774054054054054,0.3511949844315409,92.84,0.39,90.81,0.55,90.75,0.13,1.0223543662592225,0.02097411816340651,1.0230303030303032,0.011526060884175057
50000US0604,California,4,9.15,1.09,9.33,1.39,19.92,0.26,19.48,0.1,0.46837349397590355,0.15181071274097718,0.47895277207392195,0.1476317423372768,90.67,4.33,80.08,0.09,80.52,0.2,1.1322427572427574,0.1106869991529283,1.1260556383507203,0.1131455348082398,7.12,1.2,10.31,0.21,9.25,0.07,0.6905916585838991,0.2610247336520724,0.7697297297297298,0.27112494974146073,92.88,2.94,89.69,0.36,90.75,0.13,1.0355669528375515,0.0738735082124419,1.0234710743801652,0.06772578613370803
50000US5508,Wisconsin,8,9.14,0.72,12.32,1.26,15.75,0.55,19.48,0.1,0.7822222222222223,0.21489344526961576,0.6324435318275154,0.13586029003289934,87.68,0.39,84.25,1.23,80.52,0.2,1.0407121661721068,0.039654172219130264,1.088922006954794,0.015096576034810216,7.02,0.99,7.6,0.35,9.25,0.07,0.9236842105263158,0.34633702016916074,0.7589189189189188,0.22555331145333674,92.98,2.06,92.4,0.66,90.75,0.13,1.0062770562770562,0.05896713963452063,1.024573002754821,0.048334963988299694
50000US2508,Massachusetts,8,9.14,0.87,11.5,1.41,13.61,0.54,19.48,0.1,0.8449669360764145,0.2746840199956202,0.5903490759753593,0.15082891389984301,88.5,1.01,86.39,1.35,80.52,0.2,1.024424123162403,0.055412827088329265,1.0991058122205664,0.030547162193643663,9.46,1.32,8.49,0.41,9.25,0.07,1.1142520612485278,0.41955167426855045,1.0227027027027027,0.30090138105790726,90.54,0.65,91.51,0.75,90.75,0.13,0.9894000655666048,0.030426042216714275,0.9976859504132232,0.017183488122511276
50000US5506,Wisconsin,6,9.1,0.63,11.94,1.21,15.75,0.55,19.48,0.1,0.758095238095238,0.2068493703584114,0.6129363449691991,0.13052640011974895,88.06,0.45,84.25,1.23,80.52,0.2,1.0452225519287834,0.0412105342010151,1.0936413313462494,0.016610342574202696,6.61,0.92,7.6,0.35,9.25,0.07,0.8697368421052633,0.3228974192149209,0.7145945945945946,0.20974641644926928,93.39,1.95,92.4,0.66,90.75,0.13,1.0107142857142857,0.05664945799646551,1.029090909090909,0.04592366047976227
50000US3203,Nevada,3,8.99,1.05,10.5,1.66,19.07,0.96,19.48,0.1,0.5506030414263241,0.23011424332303312,0.5390143737166324,0.17596987722566038,89.5,1.07,80.93,0.3,80.52,0.2,1.1058939824539724,0.034641973481362894,1.1115250869349231,0.03209918008836804,6.61,1.26,8.72,0.65,9.25,0.07,0.7580275229357798,0.40424566790846894,0.7145945945945946,0.2832641401815853,93.39,4.56,91.28,1.19,90.75,0.13,1.0231156879929886,0.1266102053384415,1.029090909090909,0.10344443967379646
50000US1710,Illinois,10,8.97,0.92,11.47,1.38,17.74,0.42,19.48,0.1,0.6465614430665164,0.18630011903429614,0.5888090349075975,0.14773293866764486,88.53,0.62,82.26,0.89,80.52,0.2,1.076221735959154,0.03836669257841012,1.0994783904619971,0.020861919023608243,7.22,1.34,9.19,0.31,9.25,0.07,0.7856365614798695,0.3450165955429114,0.7805405405405406,0.3015605860846962,92.78,0.16,90.81,0.55,90.75,0.13,1.021693646074221,0.01590040719105693,1.0223691460055095,0.006455285731160302
50000US0405,Arizona,5,8.96,0.91,9.9,1.16,23.64,0.58,19.48,0.1,0.41878172588832485,0.1187595924321932,0.5082135523613963,0.12431758360029133,90.1,0.89,76.36,0.28,80.52,0.2,1.179937139863803,0.03196434804370304,1.118976651763537,0.027665231048057525,7.84,1.14,8.97,0.38,9.25,0.07,0.8740245261984392,0.3288240896951436,0.8475675675675676,0.2593293874535985,92.16,0.71,91.03,0.67,90.75,0.13,1.0124134900582225,0.030504059130013327,1.0155371900826446,0.018556949038081944
50000US5108,Virginia,8,8.94,1.02,12.58,1.69,14.26,0.49,19.48,0.1,0.8821879382889201,0.29800573587878343,0.6457905544147844,0.180146334110226,87.42,0.35,85.74,1.17,80.52,0.2,1.019594121763471,0.035997492074364784,1.085692995529061,0.014086987036985852,8.81,1.94,7.8,0.38,9.25,0.07,1.1294871794871795,0.6089337612611129,0.9524324324324325,0.43389950162229896,91.19,4.82,92.2,0.75,90.75,0.13,0.9890455531453362,0.12065406099977324,1.0048484848484849,0.10910502395858267
50000US2404,Maryland,4,8.89,0.86,12.15,1.33,12.73,0.54,19.48,0.1,0.9544383346425765,0.2904514244136267,0.6237166324435318,0.14295773682840157,87.85,1.03,87.27,1.38,80.52,0.2,1.0066460410221152,0.05545494680068297,1.0910332836562344,0.031003834019718943,9.02,1.37,8.2,0.43,9.25,0.07,1.1,0.4507516952476397,0.9751351351351351,0.31099282822332563,90.98,4.23,91.8,0.78,90.75,0.13,0.9910675381263617,0.1090064029855061,1.002534435261708,0.0960956126574055
50000US0645,California,45,8.78,0.88,7.96,1.31,19.92,0.26,19.48,0.1,0.39959839357429716,0.14198157578739465,0.4086242299794661,0.13869589554008796,92.04,1.1,80.08,0.09,80.52,0.2,1.1493506493506493,0.030056020941747072,1.143070044709389,0.033001048333919036,8.79,1.64,10.31,0.21,9.25,0.07,0.8525703200775945,0.35301547264992655,0.9502702702702702,0.36899819536779904,91.21,0.51,89.69,0.36,90.75,0.13,1.0169472627940683,0.01953651754970512,1.0050688705234159,0.01411923455320313
50000US2403,Maryland,3,8.77,0.96,12.39,1.95,12.73,0.54,19.48,0.1,0.9732914375490966,0.3896370763588076,0.6360369609856263,0.20674094055664302,87.61,0.8,87.27,1.38,80.52,0.2,1.0038959550819297,0.05009563446260604,1.0880526577247889,0.02527612542890875,7.5,1.23,8.2,0.43,9.25,0.07,0.9146341463414634,0.39701678172130084,0.8108108108108109,0.27823361104098293,92.5,0.68,91.8,0.78,90.75,0.13,1.0076252723311547,0.03194016456112784,1.019283746556474,0.017906524614471207
50000US4822,Texas,22,8.73,1.42,11.57,1.85,22.45,0.32,19.48,0.1,0.5153674832962138,0.1795391586546619,0.5939425051334702,0.19604153687710235,88.43,5.05,77.55,0.15,80.52,0.2,1.1402965828497744,0.13465026488282303,1.0982364629905614,0.13089120228698684,8.02,1.91,10.47,0.28,9.25,0.07,0.7659980897803247,0.4061126959855763,0.8670270270270269,0.42611994726359786,91.98,5.2,89.53,0.5,90.75,0.13,1.0273651290070367,0.12764125487942174,1.0135537190082644,0.11750463745838528
50000US3914,Ohio,14,8.72,0.94,12.59,1.6,20.51,0.45,19.48,0.1,0.613846903949293,0.1830458053320953,0.6463039014373716,0.17091111483569824,87.41,0.43,79.49,0.14,80.52,0.2,1.0996351742357529,0.014692432652245367,1.0855688027819175,0.016073466293399247,5.28,0.86,8.1,0.3,9.25,0.07,0.6518518518518519,0.26098901098901095,0.5708108108108109,0.19459638886551284,94.72,3.04,91.9,0.58,90.75,0.13,1.0306855277475515,0.07917176300836481,1.043746556473829,0.06998773706018943
50000US0904,Connecticut,4,8.7,0.8,9.93,1.22,12.87,0.76,19.48,0.1,0.7715617715617716,0.28169512411599956,0.509753593429158,0.13049372213806762,90.07,0.45,87.13,1.81,80.52,0.2,1.0337426833467234,0.05330141919451169,1.1186040735221063,0.016734351000359318,6.11,1.03,6.49,0.45,9.25,0.07,0.9414483821263483,0.4501307326755349,0.6605405405405406,0.23271340009537436,93.89,3.7,93.51,0.85,90.75,0.13,1.0040637364987701,0.09739772099578314,1.0346005509641873,0.08450701796854844
50000US0633,California,33,8.67,0.86,7.33,1.85,19.92,0.26,19.48,0.1,0.36797188755020077,0.19538194903044523,0.3762833675564682,0.1938067845814741,92.67,6.3,80.08,0.09,80.52,0.2,1.1572177822177823,0.15994399823864724,1.1508941877794339,0.16220117054082975,7.88,1.3,10.31,0.21,9.25,0.07,0.7643064985451018,0.2834356059180062,0.8518918918918919,0.29399141630901293,92.12,0.68,89.69,0.36,90.75,0.13,1.0270933214405173,0.023408864050737888,1.0150964187327824,0.01789452783796134
50000US1204,Florida,4,8.62,1.04,9.26,1.68,21.05,0.41,19.48,0.1,0.4399049881235154,0.17682347544015545,0.47535934291581106,0.17736975979575206,90.74,0.62,78.95,0.21,80.52,0.2,1.1493350221659278,0.021820556021101934,1.1269249875807252,0.02099826659664612,6.79,1.32,10.41,0.26,9.25,0.07,0.6522574447646494,0.28636248216767235,0.7340540540540541,0.29653239455057184,93.21,3.74,89.59,0.47,90.75,0.13,1.0404062953454625,0.09441025452411339,1.0271074380165288,0.08536709456140952
50000US2003,Kansas,3,8.54,0.7,10.21,1.2,14.1,0.74,19.48,0.1,0.7241134751773051,0.24689905902480752,0.5241273100616016,0.12858785791613564,89.79,3.29,85.9,0.28,80.52,0.2,1.0452852153667054,0.08341601692084857,1.1151266766020866,0.08725899178311533,6.44,1.02,7.99,0.55,9.25,0.07,0.8060075093867335,0.3680277504973433,0.6962162162162162,0.23109110119965964,93.56,2.31,92.01,1.16,90.75,0.13,1.0168459950005433,0.0758634080274965,1.0309641873278237,0.05386292803721468
50000US3627,New York,27,8.5,0.67,11.77,1.4,20.66,0.36,19.48,0.1,0.5696999031945789,0.15542879640783114,0.6042094455852156,0.14994450013756372,88.23,1.02,79.34,0.13,80.52,0.2,1.1120494076128056,0.0293564292804811,1.09575260804769,0.03077889137207365,5.76,0.94,11.41,0.28,9.25,0.07,0.5048203330411919,0.1896584190110345,0.6227027027027027,0.212680112579128,94.24,3.74,88.59,0.5,90.75,0.13,1.063776949994356,0.09644484836087075,1.038457300275482,0.08539961213984415
50000US1306,Georgia,6,8.49,1.01,11.38,1.65,22.89,0.54,19.48,0.1,0.49716033202271737,0.16771820673890814,0.5841889117043122,0.175406972637988,88.62,0.72,77.11,0.31,80.52,0.2,1.1492672805083648,0.027915711379488506,1.1005961251862892,0.02335134190690163,5.19,1.32,10.05,0.4,9.25,0.07,0.5164179104477612,0.3042764707340655,0.5610810810810811,0.2939142752952398,94.81,5.44,89.95,0.87,90.75,0.13,1.054030016675931,0.14135855158711128,1.0447382920110193,0.12288324892524428
50000US0408,Arizona,8,8.49,1.04,11.06,1.42,23.64,0.58,19.48,0.1,0.46785109983079526,0.1431787109060269,0.5677618069815196,0.15162372674460892,88.94,1.14,76.36,0.28,80.52,0.2,1.1647459402828706,0.03840095800706432,1.1045702930948833,0.033803339664138295,6.45,0.91,8.97,0.38,9.25,0.07,0.7190635451505016,0.2642968754863571,0.6972972972972973,0.20732231853160912,93.55,0.62,91.03,0.67,90.75,0.13,1.0276831813687795,0.028751370381795243,1.030853994490358,0.016617356839114583
50000US4212,Pennsylvania,12,8.43,0.77,12.33,1.41,18.52,0.44,19.48,0.1,0.6657667386609072,0.1840063851237818,0.6329568788501027,0.15126637720299665,87.67,0.79,81.48,0.92,80.52,0.2,1.075969563082965,0.04369462307536564,1.0887978142076504,0.025031440146253445,6.39,0.91,7.84,0.25,9.25,0.07,0.8150510204081632,0.2844123505165049,0.6908108108108107,0.20722413905953418,93.61,3.33,92.16,0.5,90.75,0.13,1.0157335069444444,0.08328949049639103,1.0315151515151515,0.07634389153282085
50000US1501,Hawaii,1,8.4,0.91,9.15,1.33,10.13,0.93,19.48,0.1,0.9032576505429417,0.4320779935529523,0.4697125256673511,0.14137654416640047,90.85,0.57,89.87,0.0,80.52,0.2,1.010904640035607,0.012684989429175474,1.1282911077993045,0.0197631179938324,9.78,1.26,8.94,0.95,9.25,0.07,1.0939597315436242,0.5202509203238123,1.0572972972972972,0.28845128895621197,90.22,3.05,91.06,1.7,90.75,0.13,0.9907753129804524,0.10401863976036964,0.994159779614325,0.07006605609712123
50000US4824,Texas,24,8.37,1.1,12.51,1.63,22.45,0.32,19.48,0.1,0.557238307349666,0.1611299541317813,0.6421971252566735,0.173949113003623,87.49,1.06,77.55,0.15,80.52,0.2,1.1281753707285622,0.031701635190007287,1.086562344759066,0.03172678463549174,4.37,1.09,10.47,0.28,9.25,0.07,0.4173829990448901,0.2307031517447566,0.47243243243243244,0.2428399113579624,95.63,0.91,89.53,0.5,90.75,0.13,1.0681335865073158,0.032259842149038924,1.0537741046831954,0.023074221093499866
50000US5308,Washington,8,8.36,0.95,9.03,1.44,13.69,0.52,19.48,0.1,0.6596055514974434,0.26085771674155483,0.46355236139630385,0.15260722858037357,90.97,0.48,86.31,1.22,80.52,0.2,1.0539914262541998,0.04092741125830209,1.1297814207650274,0.017535038241484016,6.38,1.36,7.64,0.39,9.25,0.07,0.8350785340314136,0.442430540644995,0.6897297297297297,0.30451064545990075,93.62,0.57,92.36,0.75,90.75,0.13,1.0136422693806844,0.028807263413963956,1.031625344352617,0.015517636135728517
